"date","plug","worktime"
2012-11-26,"Coffee",1.78805555555556
2012-11-27,"Coffee",19.4466666666667
2012-11-29,"Coffee",18.0102777777778
2012-11-30,"Coffee",0.8875
2012-12-01,"Coffee",0.879166666666667
2012-12-02,"Coffee",1.27277777777778
2012-12-03,"Coffee",1.12833333333333
2012-12-04,"Coffee",3.39416666666667
2012-12-05,"Coffee",1.03722222222222
2012-12-06,"Coffee",0.884722222222222
2012-12-07,"Coffee",0.984444444444444
2012-12-08,"Coffee",1.02944444444444
2012-12-09,"Coffee",1.34555555555556
2012-12-10,"Coffee",1.02055555555556
2012-12-11,"Coffee",1.17972222222222
2012-12-12,"Coffee",0.628055555555556
2012-12-13,"Coffee",0.753611111111111
2012-12-14,"Coffee",1.36833333333333
2012-12-15,"Coffee",2.43833333333333
2012-12-16,"Coffee",1.82388888888889
2012-12-17,"Coffee",2.78055555555556
2012-12-18,"Coffee",7.45166666666667
2012-12-19,"Coffee",0.398333333333333
2012-12-20,"Coffee",0.74
2012-12-21,"Coffee",0.721388888888889
2012-12-22,"Coffee",1.78555555555556
2012-12-23,"Coffee",0.807222222222222
2012-12-24,"Coffee",0.658611111111111
2012-12-25,"Coffee",2.30333333333333
2012-12-26,"Coffee",0.868611111111111
2012-12-27,"Coffee",1.6725
2012-12-28,"Coffee",0.459722222222222
2012-12-29,"Coffee",1.03277777777778
2012-12-30,"Coffee",0.829166666666667
2012-12-31,"Coffee",0.993888888888889
2013-01-01,"Coffee",2.17027777777778
2013-01-02,"Coffee",2.20944444444444
2013-01-03,"Coffee",0.880555555555556
2013-01-04,"Coffee",1.23583333333333
2013-01-05,"Coffee",1.55083333333333
2013-01-06,"Coffee",1.68861111111111
2013-01-07,"Coffee",1.85722222222222
2013-01-08,"Coffee",0.858333333333333
2013-01-09,"Coffee",2.46638888888889
2013-01-10,"Coffee",1.49527777777778
2013-01-11,"Coffee",2.63611111111111
2013-01-12,"Coffee",1.93888888888889
2013-01-13,"Coffee",1.21
2013-01-14,"Coffee",1.68666666666667
2013-01-15,"Coffee",1.31416666666667
2013-01-16,"Coffee",1.1525
2013-01-17,"Coffee",1.48583333333333
2013-01-18,"Coffee",1.36277777777778
2013-01-19,"Coffee",0.857222222222222
2013-01-20,"Coffee",1.91222222222222
2013-01-21,"Coffee",0.699444444444444
2013-01-22,"Coffee",0.781388888888889
2013-01-23,"Coffee",0.894722222222222
2013-01-24,"Coffee",0.591388888888889
2013-01-25,"Coffee",1.215
2013-01-26,"Coffee",0.9975
2013-01-27,"Coffee",2.13111111111111
2013-01-28,"Coffee",1.42972222222222
2013-01-29,"Coffee",1.79111111111111
2013-01-30,"Coffee",0.961111111111111
2013-01-31,"Coffee",1.38138888888889
2012-06-27,"Fountain",24
2012-06-28,"Fountain",24
2012-06-29,"Fountain",24
2012-06-30,"Fountain",24
2012-07-01,"Fountain",24
2012-07-02,"Fountain",24
2012-07-03,"Fountain",24
2012-07-04,"Fountain",24
2012-07-05,"Fountain",24
2012-07-06,"Fountain",24
2012-07-07,"Fountain",24
2012-07-08,"Fountain",24
2012-07-09,"Fountain",23.9905555555556
2012-07-10,"Fountain",24
2012-07-11,"Fountain",24
2012-07-12,"Fountain",24
2012-07-13,"Fountain",24
2012-07-14,"Fountain",24
2012-07-15,"Fountain",24
2012-07-16,"Fountain",24
2012-07-17,"Fountain",24
2012-07-18,"Fountain",24
2012-07-19,"Fountain",24
2012-07-20,"Fountain",24
2012-07-21,"Fountain",24
2012-07-22,"Fountain",24
2012-07-23,"Fountain",24
2012-07-24,"Fountain",24
2012-07-25,"Fountain",24
2012-07-26,"Fountain",24
2012-07-27,"Fountain",24
2012-07-28,"Fountain",24
2012-07-29,"Fountain",24
2012-07-30,"Fountain",24
2012-07-31,"Fountain",24
2012-08-01,"Fountain",24
2012-08-02,"Fountain",24
2012-08-03,"Fountain",24
2012-08-04,"Fountain",24
2012-08-05,"Fountain",24
2012-08-06,"Fountain",24
2012-08-07,"Fountain",24
2012-08-08,"Fountain",24
2012-08-09,"Fountain",24
2012-08-10,"Fountain",24
2012-08-11,"Fountain",24
2012-08-12,"Fountain",24
2012-08-13,"Fountain",24
2012-08-14,"Fountain",24
2012-08-15,"Fountain",24
2012-08-16,"Fountain",24
2012-08-17,"Fountain",24
2012-08-18,"Fountain",24
2012-08-19,"Fountain",24
2012-08-20,"Fountain",24
2012-08-21,"Fountain",24
2012-08-22,"Fountain",24
2012-08-23,"Fountain",24
2012-08-24,"Fountain",24
2012-08-25,"Fountain",24
2012-08-26,"Fountain",24
2012-08-27,"Fountain",24
2012-08-28,"Fountain",24
2012-08-29,"Fountain",24
2012-08-30,"Fountain",24
2012-08-31,"Fountain",24
2012-09-01,"Fountain",24
2012-09-02,"Fountain",24
2012-09-03,"Fountain",24
2012-09-04,"Fountain",24
2012-09-05,"Fountain",24
2012-09-06,"Fountain",NA
2012-09-07,"Fountain",NA
2012-09-08,"Fountain",NA
2012-09-09,"Fountain",NA
2012-09-10,"Fountain",NA
2012-09-11,"Fountain",NA
2012-09-12,"Fountain",NA
2012-09-13,"Fountain",NA
2012-09-14,"Fountain",NA
2012-09-15,"Fountain",NA
2012-09-16,"Fountain",NA
2012-09-17,"Fountain",NA
2012-09-18,"Fountain",NA
2012-09-19,"Fountain",NA
2012-09-20,"Fountain",NA
2012-09-21,"Fountain",NA
2012-09-22,"Fountain",NA
2012-09-23,"Fountain",NA
2012-09-24,"Fountain",NA
2012-09-25,"Fountain",NA
2012-09-26,"Fountain",NA
2012-09-27,"Fountain",NA
2012-09-28,"Fountain",NA
2012-09-29,"Fountain",NA
2012-09-30,"Fountain",NA
2012-10-01,"Fountain",NA
2012-10-02,"Fountain",NA
2012-10-03,"Fountain",NA
2012-10-04,"Fountain",NA
2012-10-05,"Fountain",NA
2012-10-06,"Fountain",NA
2012-10-07,"Fountain",NA
2012-10-08,"Fountain",NA
2012-10-09,"Fountain",NA
2012-10-10,"Fountain",NA
2012-10-11,"Fountain",NA
2012-10-12,"Fountain",NA
2012-10-13,"Fountain",NA
2012-10-14,"Fountain",NA
2012-10-15,"Fountain",NA
2012-10-16,"Fountain",NA
2012-10-17,"Fountain",NA
2012-10-18,"Fountain",NA
2012-10-19,"Fountain",NA
2012-10-20,"Fountain",NA
2012-10-21,"Fountain",NA
2012-10-22,"Fountain",NA
2012-10-23,"Fountain",NA
2012-10-24,"Fountain",NA
2012-10-25,"Fountain",NA
2012-10-26,"Fountain",NA
2012-10-27,"Fountain",NA
2012-10-28,"Fountain",NA
2012-10-29,"Fountain",NA
2012-10-30,"Fountain",NA
2012-10-31,"Fountain",NA
2012-11-01,"Fountain",NA
2012-11-02,"Fountain",NA
2012-11-03,"Fountain",NA
2012-11-04,"Fountain",NA
2012-11-05,"Fountain",NA
2012-11-06,"Fountain",NA
2012-11-07,"Fountain",NA
2012-11-08,"Fountain",NA
2012-11-09,"Fountain",NA
2012-11-10,"Fountain",NA
2012-11-11,"Fountain",NA
2012-11-12,"Fountain",NA
2012-11-13,"Fountain",NA
2012-11-14,"Fountain",NA
2012-11-15,"Fountain",NA
2012-11-16,"Fountain",NA
2012-11-17,"Fountain",NA
2012-11-18,"Fountain",NA
2012-11-19,"Fountain",NA
2012-11-20,"Fountain",NA
2012-11-21,"Fountain",NA
2012-11-22,"Fountain",NA
2012-11-23,"Fountain",NA
2012-11-24,"Fountain",NA
2012-11-25,"Fountain",NA
2012-11-26,"Fountain",NA
2012-11-27,"Fountain",NA
2012-11-29,"Fountain",NA
2012-11-30,"Fountain",NA
2012-12-01,"Fountain",NA
2012-12-02,"Fountain",NA
2012-12-03,"Fountain",NA
2012-12-04,"Fountain",NA
2012-12-05,"Fountain",NA
2012-12-06,"Fountain",NA
2012-12-07,"Fountain",NA
2012-12-08,"Fountain",NA
2012-12-09,"Fountain",NA
2012-12-10,"Fountain",NA
2012-12-11,"Fountain",NA
2012-12-12,"Fountain",NA
2012-12-13,"Fountain",NA
2012-12-14,"Fountain",NA
2012-12-15,"Fountain",NA
2012-12-16,"Fountain",NA
2012-12-17,"Fountain",NA
2012-12-18,"Fountain",NA
2012-12-19,"Fountain",NA
2012-12-20,"Fountain",NA
2012-12-21,"Fountain",NA
2012-12-22,"Fountain",NA
2012-12-23,"Fountain",NA
2012-12-24,"Fountain",NA
2012-12-25,"Fountain",NA
2012-12-26,"Fountain",NA
2012-12-27,"Fountain",NA
2012-12-28,"Fountain",NA
2012-12-29,"Fountain",NA
2012-12-30,"Fountain",NA
2012-12-31,"Fountain",NA
2013-01-01,"Fountain",NA
2013-01-02,"Fountain",NA
2013-01-03,"Fountain",NA
2013-01-04,"Fountain",NA
2013-01-05,"Fountain",NA
2013-01-06,"Fountain",NA
2013-01-07,"Fountain",NA
2013-01-08,"Fountain",NA
2013-01-09,"Fountain",NA
2013-01-10,"Fountain",NA
2013-01-11,"Fountain",NA
2013-01-12,"Fountain",NA
2013-01-13,"Fountain",NA
2013-01-14,"Fountain",NA
2013-01-15,"Fountain",NA
2013-01-16,"Fountain",NA
2013-01-17,"Fountain",NA
2013-01-18,"Fountain",NA
2013-01-19,"Fountain",NA
2013-01-20,"Fountain",NA
2013-01-21,"Fountain",NA
2013-01-22,"Fountain",NA
2013-01-23,"Fountain",NA
2013-01-24,"Fountain",NA
2013-01-25,"Fountain",NA
2013-01-26,"Fountain",NA
2013-01-27,"Fountain",NA
2013-01-28,"Fountain",NA
2013-01-29,"Fountain",NA
2013-01-30,"Fountain",NA
2013-01-31,"Fountain",NA
2012-06-27,"Microwave",24
2012-06-28,"Microwave",24
2012-06-29,"Microwave",24
2012-06-30,"Microwave",24
2012-07-01,"Microwave",24
2012-07-02,"Microwave",24
2012-07-03,"Microwave",24
2012-07-04,"Microwave",24
2012-07-05,"Microwave",24
2012-07-06,"Microwave",24
2012-07-07,"Microwave",24
2012-07-08,"Microwave",24
2012-07-09,"Microwave",24
2012-07-10,"Microwave",24
2012-07-11,"Microwave",24
2012-07-12,"Microwave",24
2012-07-13,"Microwave",24
2012-07-14,"Microwave",24
2012-07-15,"Microwave",24
2012-07-16,"Microwave",24
2012-07-17,"Microwave",24
2012-07-18,"Microwave",24
2012-07-19,"Microwave",24
2012-07-20,"Microwave",24
2012-07-21,"Microwave",24
2012-07-22,"Microwave",24
2012-07-23,"Microwave",24
2012-07-24,"Microwave",24
2012-07-25,"Microwave",24
2012-07-26,"Microwave",24
2012-07-27,"Microwave",24
2012-07-28,"Microwave",24
2012-07-29,"Microwave",24
2012-07-30,"Microwave",24
2012-07-31,"Microwave",24
2012-08-01,"Microwave",24
2012-08-02,"Microwave",24
2012-08-03,"Microwave",24
2012-08-04,"Microwave",24
2012-08-05,"Microwave",24
2012-08-06,"Microwave",24
2012-08-07,"Microwave",24
2012-08-08,"Microwave",24
2012-08-09,"Microwave",24
2012-08-10,"Microwave",24
2012-08-11,"Microwave",24
2012-08-12,"Microwave",24
2012-08-13,"Microwave",24
2012-08-14,"Microwave",24
2012-08-15,"Microwave",24
2012-08-16,"Microwave",24
2012-08-17,"Microwave",24
2012-08-18,"Microwave",24
2012-08-19,"Microwave",24
2012-08-20,"Microwave",24
2012-08-21,"Microwave",24
2012-08-22,"Microwave",24
2012-08-23,"Microwave",24
2012-08-24,"Microwave",24
2012-08-25,"Microwave",24
2012-08-26,"Microwave",24
2012-08-27,"Microwave",24
2012-08-28,"Microwave",24
2012-08-29,"Microwave",24
2012-08-30,"Microwave",24
2012-08-31,"Microwave",24
2012-09-01,"Microwave",24
2012-09-02,"Microwave",24
2012-09-03,"Microwave",24
2012-09-04,"Microwave",24
2012-09-05,"Microwave",24
2012-09-06,"Microwave",24
2012-09-07,"Microwave",24
2012-09-08,"Microwave",24
2012-09-09,"Microwave",24
2012-09-10,"Microwave",24
2012-09-11,"Microwave",24
2012-09-12,"Microwave",24
2012-09-13,"Microwave",24
2012-09-14,"Microwave",24
2012-09-15,"Microwave",24
2012-09-16,"Microwave",24
2012-09-17,"Microwave",24
2012-09-18,"Microwave",24
2012-09-19,"Microwave",24
2012-09-20,"Microwave",24
2012-09-21,"Microwave",24
2012-09-22,"Microwave",24
2012-09-23,"Microwave",24
2012-09-24,"Microwave",24
2012-09-25,"Microwave",24
2012-09-26,"Microwave",24
2012-09-27,"Microwave",24
2012-09-28,"Microwave",24
2012-09-29,"Microwave",24
2012-09-30,"Microwave",24
2012-10-01,"Microwave",24
2012-10-02,"Microwave",24
2012-10-03,"Microwave",24
2012-10-04,"Microwave",24
2012-10-05,"Microwave",24
2012-10-06,"Microwave",24
2012-10-07,"Microwave",24
2012-10-08,"Microwave",24
2012-10-09,"Microwave",24
2012-10-10,"Microwave",24
2012-10-11,"Microwave",24
2012-10-12,"Microwave",24
2012-10-13,"Microwave",24
2012-10-14,"Microwave",24
2012-10-15,"Microwave",24
2012-10-16,"Microwave",24
2012-10-17,"Microwave",24
2012-10-18,"Microwave",24
2012-10-19,"Microwave",24
2012-10-20,"Microwave",24
2012-10-21,"Microwave",24
2012-10-22,"Microwave",24
2012-10-23,"Microwave",24
2012-10-24,"Microwave",24
2012-10-25,"Microwave",24
2012-10-26,"Microwave",24
2012-10-27,"Microwave",24
2012-10-28,"Microwave",24
2012-10-29,"Microwave",24
2012-10-30,"Microwave",24
2012-10-31,"Microwave",24
2012-11-01,"Microwave",24
2012-11-02,"Microwave",24
2012-11-03,"Microwave",24
2012-11-04,"Microwave",24
2012-11-05,"Microwave",24
2012-11-06,"Microwave",24
2012-11-07,"Microwave",24
2012-11-08,"Microwave",24
2012-11-09,"Microwave",24
2012-11-10,"Microwave",24
2012-11-11,"Microwave",24
2012-11-12,"Microwave",24
2012-11-13,"Microwave",24
2012-11-14,"Microwave",24
2012-11-15,"Microwave",24
2012-11-16,"Microwave",24
2012-11-17,"Microwave",24
2012-11-18,"Microwave",24
2012-11-19,"Microwave",24
2012-11-20,"Microwave",24
2012-11-21,"Microwave",24
2012-11-22,"Microwave",24
2012-11-23,"Microwave",24
2012-11-24,"Microwave",24
2012-11-25,"Microwave",24
2012-11-26,"Microwave",24
2012-11-27,"Microwave",24
2012-11-29,"Microwave",24
2012-11-30,"Microwave",24
2012-12-01,"Microwave",24
2012-12-02,"Microwave",24
2012-12-03,"Microwave",24
2012-12-04,"Microwave",24
2012-12-05,"Microwave",24
2012-12-06,"Microwave",24
2012-12-07,"Microwave",24
2012-12-08,"Microwave",24
2012-12-09,"Microwave",24
2012-12-10,"Microwave",24
2012-12-11,"Microwave",24
2012-12-12,"Microwave",24
2012-12-13,"Microwave",24
2012-12-14,"Microwave",24
2012-12-15,"Microwave",24
2012-12-16,"Microwave",24
2012-12-17,"Microwave",24
2012-12-18,"Microwave",24
2012-12-19,"Microwave",24
2012-12-20,"Microwave",24
2012-12-21,"Microwave",24
2012-12-22,"Microwave",24
2012-12-23,"Microwave",24
2012-12-24,"Microwave",24
2012-12-25,"Microwave",24
2012-12-26,"Microwave",24
2012-12-27,"Microwave",24
2012-12-28,"Microwave",24
2012-12-29,"Microwave",24
2012-12-30,"Microwave",24
2012-12-31,"Microwave",24
